18-Mar,11397
25-Mar,4356
1-Apr,5936
8-Apr,10846
15-Apr,7658
22-Apr,10949
29-Apr,7687
6-May,6716
13-May,7762
20-May,7784
27-May,3701
3-Jun,2738
10-Jun,4941
17-Jun,4340
24-Jun,6224
1-Jul,4783
8-Jul,6151
